Date,Rt,Et,Ret,Qt
95/02/04 04,0.010,0.000,0.010,4.2226
95/02/04 05,0.001,0.000,0.001,4.1931
95/02/04 06,0.028,0.000,0.028,4.1601
95/02/04 07,0.025,0.000,0.025,4.134
95/02/04 08,0.000,0.000,0.000,4.1051
95/02/04 09,0.008,0.007,0.001,4.0749
95/02/04 10,0.000,0.021,0.000,4.0391
95/02/04 11,0.000,0.031,0.000,4.0116
95/02/04 12,0.000,0.055,0.000,3.98
95/02/04 13,0.005,0.065,0.000,3.9566
95/02/04 14,0.000,0.066,0.000,3.9278
95/02/04 15,0.000,0.050,0.000,3.899
95/02/04 16,0.001,0.038,0.000,3.8682
95/02/04 17,0.008,0.008,0.000,3.8449
95/02/04 18,0.000,0.000,0.000,3.812
95/02/04 19,0.000,0.000,0.000,3.784
95/02/04 20,0.000,0.000,0.000,3.7552
95/02/04 21,0.000,0.000,0.000,3.7231
95/02/04 22,0.000,0.000,0.000,3.6907
95/02/04 23,0.005,0.000,0.005,3.661
95/02/05 00,0.036,0.000,0.036,3.6358
95/02/05 01,0.008,0.000,0.008,3.6139
95/02/05 02,0.004,0.000,0.004,3.59
95/02/05 03,0.002,0.000,0.002,3.5689
95/02/05 04,0.009,0.000,0.009,3.5511
95/02/05 05,0.024,0.000,0.024,3.5341
95/02/05 06,0.008,0.000,0.008,3.5219
95/02/05 07,0.020,0.000,0.020,3.5138
95/02/05 08,0.065,0.000,0.065,3.4968
95/02/05 09,0.029,0.006,0.024,3.4768
95/02/05 10,0.000,0.008,0.000,3.4571
95/02/05 11,0.000,0.020,0.000,3.4382
95/02/05 12,0.016,0.018,0.000,3.4263
95/02/05 13,0.000,0.025,0.000,3.4131
95/02/05 14,0.000,0.059,0.000,3.409
95/02/05 15,0.004,0.103,0.000,3.3986
95/02/05 16,0.000,0.023,0.000,3.3811
95/02/05 17,0.000,0.011,0.000,3.3682
95/02/05 18,0.000,0.010,0.000,3.3561
95/02/05 19,0.000,0.011,0.000,3.3419
95/02/05 20,0.008,0.013,0.000,3.3274
95/02/05 21,0.000,0.011,0.000,3.2566
95/02/05 22,0.016,0.007,0.009,3.045
95/02/05 23,0.008,0.005,0.003,3.1539
95/02/06 00,0.000,0.005,0.000,3.2459
95/02/06 01,0.000,0.009,0.000,3.2448
95/02/06 02,0.000,0.010,0.000,3.2341
95/02/06 03,0.000,0.009,0.000,3.2175
95/02/06 04,0.000,0.004,0.000,3.2004
95/02/06 05,0.000,0.004,0.000,3.1861
95/02/06 06,0.000,0.006,0.000,3.1704
95/02/06 07,0.000,0.005,0.000,3.1532
95/02/06 08,0.000,0.009,0.000,3.1394
95/02/06 09,0.008,0.020,0.000,3.1222
95/02/06 10,0.000,0.032,0.000,3.1123
95/02/06 11,0.000,0.049,0.000,3.0991
95/02/06 12,0.000,0.065,0.000,3.0913
95/02/06 13,0.000,0.062,0.000,3.0875
95/02/06 14,0.000,0.048,0.000,3.0721
95/02/06 15,0.000,0.044,0.000,3.0578
95/02/06 16,0.000,0.037,0.000,3.0439
95/02/06 17,0.000,0.031,0.000,3.0407
95/02/06 18,0.005,0.029,0.000,3.0435
95/02/06 19,0.000,0.030,0.000,3.0034
95/02/06 20,0.008,0.025,0.000,2.992
95/02/06 21,0.000,0.023,0.000,2.9783
95/02/06 22,0.000,0.022,0.000,2.9624
95/02/06 23,0.000,0.015,0.000,2.9485
95/02/07 00,0.000,0.020,0.000,2.9372
95/02/07 01,0.006,0.022,0.000,2.931
95/02/07 02,0.132,0.017,0.115,2.9222
95/02/07 03,0.016,0.018,0.000,2.9169
95/02/07 04,0.000,0.023,0.000,2.9025
95/02/07 05,0.000,0.025,0.000,2.8862
95/02/07 06,0.000,0.015,0.000,2.8738
95/02/07 07,0.000,0.009,0.000,2.8591
95/02/07 08,0.000,0.007,0.000,2.8478
95/02/07 09,0.000,0.012,0.000,2.8353
95/02/07 10,0.010,0.030,0.000,2.8252
95/02/07 11,0.000,0.057,0.000,2.8128
95/02/07 12,0.009,0.076,0.000,2.809
95/02/07 13,0.002,0.061,0.000,2.8265
95/02/07 14,0.004,0.042,0.000,2.7909
95/02/07 15,0.012,0.028,0.000,2.768
95/02/07 16,0.008,0.007,0.001,2.768
95/02/07 17,0.000,0.008,0.000,2.768
95/02/07 18,0.000,0.000,0.000,2.7592
95/02/07 19,0.402,0.000,0.402,2.7568
95/02/07 20,1.842,0.000,1.842,2.7605
95/02/07 21,0.487,0.000,0.487,2.7592
95/02/07 22,0.004,0.000,0.004,2.7592
95/02/07 23,0.008,0.000,0.008,2.773
95/02/08 00,0.000,0.000,0.000,2.824
95/02/08 01,0.032,0.000,0.032,2.9169
95/02/08 02,0.017,0.000,0.017,2.9894
95/02/08 03,0.014,0.000,0.014,2.9945
95/02/08 04,0.004,0.000,0.004,2.9795
95/02/08 05,0.288,0.000,0.288,3.0152
95/02/08 06,0.033,0.000,0.033,3.0656
95/02/08 07,0.008,0.000,0.008,3.0554
95/02/08 08,0.260,0.000,0.260,3.0269
95/02/08 09,0.037,0.010,0.027,3.0021
95/02/08 10,0.000,0.040,0.000,2.9882
95/02/08 11,0.000,0.117,0.000,2.9783
95/02/08 12,0.000,0.076,0.000,2.9679
95/02/08 13,0.001,0.044,0.000,2.9651
95/02/08 14,0.000,0.037,0.000,2.972
95/02/08 15,0.000,0.045,0.000,2.9651
95/02/08 16,0.000,0.024,0.000,2.9485
95/02/08 17,0.000,0.009,0.000,2.941
95/02/08 18,0.000,0.007,0.000,2.9398
95/02/08 19,0.000,0.006,0.000,2.9247
95/02/08 20,0.000,0.004,0.000,2.9064
95/02/08 21,0.008,0.005,0.003,2.88
95/02/08 22,0.054,0.004,0.050,2.8529
95/02/08 23,0.000,0.002,0.000,2.8265
95/02/09 00,0.000,0.003,0.000,2.8115
95/02/09 01,0.000,0.004,0.000,2.7936
95/02/09 02,0.000,0.003,0.000,2.7718
95/02/09 03,0.000,0.003,0.000,2.753
95/02/09 04,0.001,0.004,0.000,2.738
95/02/09 05,0.000,0.007,0.000,2.723
95/02/09 06,0.000,0.008,0.000,2.7042
95/02/09 07,0.000,0.008,0.000,2.6855
95/02/09 08,0.000,0.009,0.000,2.6718
95/02/09 09,0.000,0.016,0.000,2.6555
95/02/09 10,0.008,0.017,0.000,2.6468
95/02/09 11,0.284,0.027,0.257,2.6318
95/02/09 12,0.174,0.023,0.151,2.628
95/02/09 13,0.008,0.044,0.000,2.638
95/02/09 14,0.016,0.058,0.000,2.618
95/02/09 15,0.161,0.022,0.139,2.5918
95/02/09 16,0.093,0.016,0.077,2.598
95/02/09 17,0.000,0.014,0.000,2.598
95/02/09 18,0.004,0.020,0.000,2.5942
95/02/09 19,0.000,0.024,0.000,2.588
95/02/09 20,0.016,0.026,0.000,2.588
95/02/09 21,0.047,0.019,0.028,2.588
95/02/09 22,0.098,0.014,0.084,2.588
95/02/09 23,1.800,0.010,1.790,2.598
95/02/10 00,2.714,0.008,2.706,2.6192
95/02/10 01,0.031,0.009,0.022,2.6492
95/02/10 02,2.173,0.005,2.168,2.6992
95/02/10 03,0.497,0.000,0.497,2.8891
95/02/10 04,0.012,0.000,0.012,3.5035
95/02/10 05,0.018,0.000,0.018,3.83
95/02/10 06,0.004,0.000,0.004,4.1692
95/02/10 07,0.076,0.004,0.072,5.0692
95/02/10 08,0.241,0.005,0.236,6.4263
95/02/10 09,0.103,0.022,0.081,7.6209
95/02/10 10,0.093,0.053,0.040,7.5334
95/02/10 11,0.102,0.056,0.046,6.7146
95/02/10 12,0.084,0.070,0.014,6.0126
95/02/10 13,0.302,0.058,0.245,5.5015
95/02/10 14,0.727,0.034,0.693,5.2858
95/02/10 15,0.303,0.038,0.265,5.1502
95/02/10 16,0.019,0.056,0.000,5.0285
95/02/10 17,0.750,0.008,0.742,4.9492
95/02/10 18,0.233,0.000,0.233,4.9419
95/02/10 19,0.100,0.000,0.100,4.9519
95/02/10 20,0.039,0.000,0.039,5.037
95/02/10 21,0.011,0.000,0.011,5.3003
95/02/10 22,0.000,0.000,0.000,5.5454
95/02/10 23,0.001,0.000,0.001,5.5307
95/02/11 00,0.007,0.000,0.007,5.5015
95/02/11 01,0.000,0.000,0.000,5.4791
95/02/11 02,0.007,0.000,0.007,5.3603
95/02/11 03,0.004,0.000,0.004,5.1981
95/02/11 04,0.014,0.000,0.014,5.0358
95/02/11 05,0.007,0.000,0.007,4.8774
95/02/11 06,0.000,0.000,0.000,4.7261
95/02/11 07,0.161,0.001,0.160,4.6109
95/02/11 08,0.716,0.003,0.713,4.5134
95/02/11 09,0.453,0.009,0.444,4.4319
95/02/11 10,0.552,0.012,0.540,4.3561
95/02/11 11,0.196,0.016,0.180,4.3102
95/02/11 12,0.922,0.019,0.903,4.2945
95/02/11 13,0.984,0.018,0.966,4.3284
95/02/11 14,0.727,0.018,0.709,4.422
95/02/11 15,1.163,0.015,1.148,4.624
95/02/11 16,0.714,0.018,0.696,5.1089
95/02/11 17,0.152,0.022,0.130,5.9081
95/02/11 18,0.005,0.033,0.000,7.0049
95/02/11 19,0.000,0.045,0.000,8.6286
95/02/11 20,0.001,0.041,0.000,10.3716
95/02/11 21,0.000,0.028,0.000,11.8728
95/02/11 22,0.224,0.020,0.204,12.7668
95/02/11 23,0.381,0.009,0.372,12.3484
95/02/12 00,0.026,0.008,0.018,10.8762
95/02/12 01,0.000,0.009,0.000,9.3665
95/02/12 02,0.000,0.005,0.000,8.2828
95/02/12 03,0.001,0.009,0.000,7.5729
95/02/12 04,0.000,0.004,0.000,7.085
95/02/12 05,0.000,0.001,0.000,6.7525
95/02/12 06,0.004,0.000,0.004,6.5004
95/02/12 07,0.000,0.000,0.000,6.2489
95/02/12 08,0.014,0.000,0.014,6.012
95/02/12 09,0.014,0.026,0.000,5.7964
95/02/12 10,0.004,0.062,0.000,5.6015
95/02/12 11,0.004,0.111,0.000,5.4424
95/02/12 12,0.000,0.146,0.000,5.2811
95/02/12 13,0.000,0.138,0.000,5.095
95/02/12 14,0.001,0.109,0.000,4.9865
95/02/12 15,0.000,0.081,0.000,4.9404
95/02/12 16,0.026,0.055,0.000,4.8599
95/02/12 17,0.000,0.038,0.000,4.7844
95/02/12 18,0.000,0.030,0.000,4.6991
95/02/12 19,0.000,0.023,0.000,4.6008
95/02/12 20,0.000,0.017,0.000,4.5149
95/02/12 21,0.000,0.016,0.000,4.4416
95/02/12 22,0.000,0.022,0.000,4.366
95/02/12 23,0.000,0.015,0.000,4.2921
95/02/13 00,0.000,0.006,0.000,4.2268
95/02/13 01,0.000,0.000,0.000,4.178
95/02/13 02,0.007,0.000,0.007,4.1244
95/02/13 03,0.000,0.000,0.000,4.0749
95/02/13 04,0.004,0.009,0.000,4.024
95/02/13 05,0.015,0.010,0.005,3.98
95/02/13 06,0.034,0.013,0.021,3.936
95/02/13 07,0.108,0.013,0.095,3.899
95/02/13 08,0.337,0.012,0.325,3.871
95/02/13 09,0.191,0.018,0.173,3.8449
95/02/13 10,0.041,0.032,0.009,3.812
95/02/13 11,0.582,0.040,0.542,3.7936
95/02/13 12,0.007,0.093,0.000,3.784
95/02/13 13,0.011,0.110,0.000,3.7946
95/02/13 14,0.081,0.080,0.001,3.7864
95/02/13 15,0.014,0.103,0.000,3.7744
95/02/13 16,0.055,0.024,0.031,3.812
95/02/13 17,0.712,0.010,0.702,3.827
95/02/13 18,1.035,0.000,1.035,3.8187
95/02/13 19,0.549,0.000,0.549,3.7946
95/02/13 20,0.008,0.000,0.008,3.7661
95/02/13 21,0.000,0.000,0.000,3.751
95/02/13 22,0.001,0.000,0.001,3.785
95/02/13 23,0.007,0.000,0.007,3.9402
95/02/14 00,0.159,0.003,0.156,4.0941
95/02/14 01,0.062,0.000,0.062,4.1766
95/02/14 02,0.165,0.003,0.163,4.2435
95/02/14 03,0.229,0.000,0.229,4.2656
95/02/14 04,0.008,0.001,0.007,4.2199
95/02/14 05,0.070,0.000,0.070,4.123
95/02/14 06,0.036,0.000,0.036,4.046
95/02/14 07,0.014,0.000,0.014,4.0006
95/02/14 08,0.065,0.000,0.065,3.9759
95/02/14 09,0.000,0.023,0.000,3.9649
95/02/14 10,0.000,0.066,0.000,3.958
95/02/14 11,0.001,0.117,0.000,3.9621
95/02/14 12,0.004,0.145,0.000,3.969
95/02/14 13,0.001,0.112,0.000,3.9608
95/02/14 14,0.007,0.058,0.000,3.8789
95/02/14 15,1.706,0.026,1.680,3.8504
95/02/14 16,1.438,0.017,1.421,3.849
95/02/14 17,1.345,0.012,1.333,3.8504
95/02/14 18,0.336,0.008,0.328,3.8871
95/02/14 19,0.357,0.005,0.352,4.0419
95/02/14 20,0.156,0.005,0.151,4.3554
95/02/14 21,0.009,0.003,0.006,4.91
95/02/14 22,0.000,0.004,0.000,5.5851
95/02/14 23,0.020,0.007,0.013,6.7959
95/02/15 00,0.000,0.018,0.000,7.8642
95/02/15 01,0.085,0.022,0.063,8.0111
95/02/15 02,0.242,0.014,0.228,7.7092
95/02/15 03,0.001,0.000,0.001,7.2731
95/02/15 04,0.016,0.005,0.011,6.8146
95/02/15 05,0.129,0.010,0.119,6.435
95/02/15 06,0.000,0.009,0.000,6.1235
95/02/15 07,0.000,0.015,0.000,5.8905
95/02/15 08,0.000,0.011,0.000,5.7067
95/02/15 09,0.011,0.028,0.000,5.5678
95/02/15 10,0.000,0.098,0.000,5.4422
95/02/15 11,0.019,0.153,0.000,5.3135
95/02/15 12,0.005,0.121,0.000,5.1864
95/02/15 13,0.138,0.151,0.000,5.082
95/02/15 14,0.179,0.148,0.031,4.9766
95/02/15 15,0.000,0.168,0.000,4.8687
95/02/15 16,0.007,0.131,0.000,4.7716
95/02/15 17,0.017,0.067,0.000,4.6761
95/02/15 18,0.001,0.032,0.000,4.5739
95/02/15 19,0.000,0.031,0.000,4.4798
95/02/15 20,0.001,0.031,0.000,4.3996
95/02/15 21,0.000,0.029,0.000,4.3116
95/02/15 22,0.000,0.024,0.000,4.2336
95/02/15 23,0.000,0.019,0.000,4.1629
95/02/16 00,0.399,0.017,0.382,4.0955
95/02/16 01,0.000,0.009,0.000,4.0378
95/02/16 02,0.008,0.021,0.000,3.9841
95/02/16 03,0.000,0.021,0.000,3.9429
95/02/16 04,0.511,0.028,0.483,3.9071
95/02/16 05,0.035,0.031,0.004,3.8709
95/02/16 06,0.170,0.032,0.138,3.823
95/02/16 07,0.578,0.012,0.566,3.7812
95/02/16 08,0.000,0.010,0.000,3.7552
95/02/16 09,0.370,0.041,0.329,3.7231
95/02/16 10,0.107,0.049,0.058,3.7121
95/02/16 11,0.638,0.036,0.602,3.7406
95/02/16 12,0.074,0.057,0.017,3.7771
95/02/16 13,0.194,0.058,0.136,3.8216
95/02/16 14,0.460,0.043,0.417,3.8325
95/02/16 15,1.359,0.029,1.330,3.913
95/02/16 16,0.588,0.026,0.562,4.0391
95/02/16 17,0.502,0.023,0.479,4.1798
95/02/16 18,0.023,0.024,0.000,4.4475
95/02/16 19,0.007,0.054,0.000,4.8289
95/02/16 20,0.000,0.071,0.000,5.2464
95/02/16 21,0.007,0.055,0.000,5.6046
95/02/16 22,0.000,0.033,0.000,5.9821
95/02/16 23,0.007,0.006,0.001,6.38
95/02/17 00,0.013,0.014,0.000,6.6294
95/02/17 01,0.127,0.011,0.117,6.4504
95/02/17 02,0.427,0.013,0.414,6.0271
95/02/17 03,0.143,0.013,0.131,5.639
95/02/17 04,0.751,0.007,0.744,5.3515
95/02/17 05,0.057,0.002,0.055,5.1458
95/02/17 06,0.000,0.000,0.000,4.9995
95/02/17 07,0.014,0.000,0.014,4.922
95/02/17 08,0.000,0.000,0.000,4.9
95/02/17 09,0.001,0.025,0.000,4.9075
95/02/17 10,0.058,0.062,0.000,4.9347
95/02/17 11,0.004,0.076,0.000,4.978
95/02/17 12,0.001,0.139,0.000,5.0211
95/02/17 13,0.000,0.171,0.000,4.998
95/02/17 14,0.068,0.149,0.000,4.8545
95/02/17 15,0.000,0.179,0.000,4.7415
95/02/17 16,0.214,0.135,0.079,4.6476
95/02/17 17,0.749,0.030,0.719,4.5586
95/02/17 18,0.000,0.008,0.000,4.4811
95/02/17 19,0.001,0.004,0.000,4.4094
95/02/17 20,0.047,0.010,0.037,4.3492
95/02/17 21,0.007,0.003,0.004,4.3059
95/02/17 22,0.025,0.013,0.012,4.3045
95/02/17 23,0.015,0.004,0.011,4.312
95/02/18 00,0.514,0.009,0.505,4.3045
95/02/18 01,0.025,0.001,0.024,4.2876
95/02/18 02,0.000,0.000,0.000,4.2463
95/02/18 03,0.018,0.006,0.012,4.1821
95/02/18 04,0.007,0.006,0.002,4.134
95/02/18 05,0.007,0.001,0.006,4.0914
95/02/18 06,0.004,0.010,0.000,4.057
95/02/18 07,0.001,0.010,0.000,4.0212
95/02/18 08,0.005,0.000,0.005,3.9828
95/02/18 09,0.044,0.034,0.010,3.9484
95/02/18 10,0.000,0.098,0.000,3.914
95/02/18 11,0.000,0.129,0.000,3.8709
95/02/18 12,0.000,0.151,0.000,3.827
95/02/18 13,0.008,0.138,0.000,3.7932
95/02/18 14,0.007,0.124,0.000,3.7635
95/02/18 15,0.007,0.083,0.000,3.7286
95/02/18 16,0.005,0.049,0.000,3.696
95/02/18 17,0.007,0.029,0.000,3.6638
95/02/18 18,0.000,0.021,0.000,3.6358
95/02/18 19,0.000,0.029,0.000,3.6047
95/02/18 20,0.045,0.027,0.018,3.5819
95/02/18 21,0.068,0.019,0.049,3.558
95/02/18 22,0.017,0.022,0.000,3.5341
95/02/18 23,0.039,0.028,0.011,3.5151
95/02/19 00,0.798,0.023,0.776,3.494
95/02/19 01,0.713,0.017,0.696,3.4768
95/02/19 02,1.776,0.014,1.762,3.473
95/02/19 03,0.356,0.008,0.349,3.4742
95/02/19 04,0.000,0.000,0.000,3.4966
95/02/19 05,0.001,0.004,0.000,3.5793
95/02/19 06,0.000,0.000,0.000,3.7675
95/02/19 07,0.009,0.000,0.009,4.0585
95/02/19 08,0.000,0.001,0.000,4.4154
95/02/19 09,0.000,0.014,0.000,4.9404
95/02/19 10,0.000,0.037,0.000,5.4954
95/02/19 11,0.014,0.042,0.000,5.3586
95/02/19 12,0.168,0.041,0.127,4.9968
95/02/19 13,0.416,0.035,0.381,4.7546
95/02/19 14,0.068,0.031,0.037,4.5714
95/02/19 15,0.000,0.043,0.000,4.4572
95/02/19 16,0.000,0.076,0.000,4.3855
95/02/19 17,0.000,0.026,0.000,4.3229
95/02/19 18,0.022,0.022,0.000,4.2519
95/02/19 19,0.001,0.029,0.000,4.2409
95/02/19 20,0.000,0.042,0.000,4.2409
95/02/19 21,0.007,0.048,0.000,4.2256
95/02/19 22,0.000,0.048,0.000,4.189
95/02/19 23,0.007,0.032,0.000,4.1409
95/02/20 00,0.000,0.029,0.000,4.079
95/02/20 01,0.000,0.016,0.000,4.0102
95/02/20 02,0.000,0.020,0.000,3.947
95/02/20 03,0.007,0.000,0.007,3.883
95/02/20 04,0.000,0.000,0.000,3.8284
95/02/20 05,0.000,0.000,0.000,3.7702
95/02/20 06,0.000,0.003,0.000,3.7123
95/02/20 07,0.000,0.000,0.000,3.6612
95/02/20 08,0.001,0.000,0.001,3.6114
95/02/20 09,0.000,0.010,0.000,3.57
95/02/20 10,0.000,0.032,0.000,3.5407
95/02/20 11,0.091,0.057,0.034,3.5088
95/02/20 12,0.422,0.035,0.387,3.4806
95/02/20 13,0.831,0.036,0.795,3.473
95/02/20 14,0.384,0.046,0.338,3.4596
95/02/20 15,0.804,0.032,0.772,3.452
95/02/20 16,1.107,0.014,1.093,3.4728
95/02/20 17,0.832,0.005,0.827,3.5421
95/02/20 18,0.867,0.000,0.867,3.6829
95/02/20 19,0.179,0.000,0.179,3.9159
95/02/20 20,0.330,0.000,0.330,4.2245
95/02/20 21,0.133,0.000,0.133,4.5871
95/02/20 22,0.000,0.000,0.000,4.9741
95/02/20 23,0.091,0.000,0.091,5.3636
95/02/21 00,0.040,0.000,0.040,5.9359
95/02/21 01,0.052,0.002,0.050,6.3968
95/02/21 02,0.000,0.002,0.000,6.4285
95/02/21 03,0.000,0.001,0.000,6.2279
95/02/21 04,0.000,0.011,0.000,5.976
95/02/21 05,0.000,0.009,0.000,5.7172
95/02/21 06,0.001,0.002,0.000,5.4955
95/02/21 07,0.039,0.000,0.039,5.3195
95/02/21 08,0.011,0.002,0.009,5.1765
95/02/21 09,0.000,0.031,0.000,5.0341
95/02/21 10,0.015,0.074,0.000,4.9045
95/02/21 11,0.018,0.101,0.000,4.7832
95/02/21 12,0.148,0.047,0.101,4.6761
95/02/21 13,0.101,0.101,0.000,4.5741
95/02/21 14,0.000,0.158,0.000,4.4839
95/02/21 15,0.007,0.168,0.000,4.401
95/02/21 16,0.000,0.078,0.000,4.313
95/02/21 17,0.001,0.074,0.000,4.2476
95/02/21 18,0.000,0.020,0.000,4.178
95/02/21 19,0.000,0.005,0.000,4.112
95/02/21 20,0.000,0.012,0.000,4.0446
95/02/21 21,0.000,0.014,0.000,3.9772
95/02/21 22,0.000,0.006,0.000,3.9292
95/02/21 23,0.000,0.003,0.000,3.8366
95/02/22 00,0.000,0.000,0.000,3.788
95/02/22 01,0.000,0.000,0.000,3.7448
95/02/22 02,0.000,0.000,0.000,3.7001
95/02/22 03,0.000,0.004,0.000,3.6582
95/02/22 04,0.029,0.007,0.022,3.6261
95/02/22 05,0.000,0.014,0.000,3.5913
95/02/22 06,0.000,0.027,0.000,3.562
95/02/22 07,0.000,0.027,0.000,3.5328
95/02/22 08,0.007,0.034,0.000,3.5074
95/02/22 09,0.021,0.056,0.000,3.4806
95/02/22 10,0.028,0.052,0.000,3.4571
95/02/22 11,0.008,0.083,0.000,3.437
95/02/22 12,0.000,0.098,0.000,3.4132
95/02/22 13,0.067,0.101,0.000,3.3208
95/02/22 14,0.023,0.061,0.000,3.2956
95/02/22 15,0.462,0.044,0.418,3.3339
95/02/22 16,0.066,0.047,0.019,3.1707
95/02/22 17,2.022,0.016,2.006,3.1526
95/02/22 18,0.938,0.000,0.938,3.4544
95/02/22 19,1.424,0.001,1.423,3.6651
95/02/22 20,1.427,0.004,1.423,4.1412
95/02/22 21,0.683,0.004,0.679,5.2939
95/02/22 22,0.120,0.000,0.120,6.5978
95/02/22 23,0.265,0.005,0.261,7.459
95/02/23 00,0.280,0.002,0.278,8.0144
95/02/23 01,0.037,0.000,0.037,8.7535
95/02/23 02,0.117,0.005,0.112,9.8652
95/02/23 03,0.614,0.007,0.607,10.2125
95/02/23 04,2.898,0.004,2.894,9.7071
95/02/23 05,0.342,0.000,0.342,8.948
95/02/23 06,0.303,0.000,0.303,8.3921
95/02/23 07,0.249,0.000,0.249,8.267
95/02/23 08,0.157,0.000,0.157,8.545
95/02/23 09,0.621,0.036,0.585,9.3029
95/02/23 10,0.685,0.072,0.613,10.9421
95/02/23 11,0.568,0.091,0.477,12.2341
95/02/23 12,0.490,0.047,0.443,12.0316
95/02/23 13,0.063,0.063,0.000,11.0092
95/02/23 14,0.009,0.066,0.000,9.9547
95/02/23 15,0.182,0.066,0.116,9.2384
95/02/23 16,0.505,0.027,0.478,9.0825
95/02/23 17,0.451,0.011,0.441,9.528
95/02/23 18,0.549,0.001,0.548,10.0095
95/02/23 19,0.657,0.003,0.655,9.9101
95/02/23 20,0.760,0.002,0.759,9.3794
95/02/23 21,0.289,0.002,0.287,9.0082
95/02/23 22,0.475,0.003,0.473,9.0166
95/02/23 23,0.220,0.002,0.218,9.2381
95/02/24 00,0.154,0.002,0.153,9.561
95/02/24 01,0.111,0.002,0.109,9.905
95/02/24 02,0.130,0.001,0.129,10.2484
95/02/24 03,0.116,0.001,0.115,10.4778
95/02/24 04,0.011,0.002,0.009,10.5068
95/02/24 05,0.015,0.000,0.015,10.3281
95/02/24 06,0.022,0.000,0.022,9.9558
95/02/24 07,0.000,0.000,0.000,9.4745
95/02/24 08,0.027,0.002,0.025,8.9725
95/02/24 09,0.002,0.015,0.000,8.5401
95/02/24 10,0.229,0.016,0.213,8.1528
95/02/24 11,0.000,0.025,0.000,7.7936
95/02/24 12,0.011,0.026,0.000,7.4744
95/02/24 13,0.288,0.021,0.267,7.1788
95/02/24 14,0.613,0.045,0.568,6.9275
95/02/24 15,0.000,0.072,0.000,6.7325
95/02/24 16,0.007,0.087,0.000,6.5925
95/02/24 17,0.001,0.044,0.000,6.5416
95/02/24 18,0.000,0.022,0.000,6.5544
95/02/24 19,0.001,0.017,0.000,6.5128
95/02/24 20,0.000,0.013,0.000,6.4301
95/02/24 21,0.000,0.006,0.000,6.3874
95/02/24 22,0.000,0.003,0.000,6.2933
95/02/24 23,0.000,0.005,0.000,6.1324
95/02/25 00,0.000,0.005,0.000,5.9685
95/02/25 01,0.000,0.000,0.000,5.8155
95/02/25 02,0.000,0.000,0.000,5.689
95/02/25 03,0.000,0.000,0.000,5.5809
95/02/25 04,0.000,0.002,0.000,5.4748
95/02/25 05,0.000,0.002,0.000,5.3835
95/02/25 06,0.000,0.004,0.000,5.2944
95/02/25 07,0.001,0.000,0.001,5.2085
95/02/25 08,0.000,0.000,0.000,5.1166
95/02/25 09,0.000,0.033,0.000,5.0284
95/02/25 10,0.000,0.084,0.000,4.9505
95/02/25 11,0.000,0.090,0.000,4.8674
95/02/25 12,0.544,0.120,0.425,4.7818
95/02/25 13,0.111,0.118,0.000,4.6535
95/02/25 14,0.000,0.157,0.000,4.505
95/02/25 15,0.036,0.131,0.000,4.384
95/02/25 16,0.016,0.069,0.000,4.45
95/02/25 17,0.000,0.044,0.000,4.4346
95/02/25 18,0.000,0.000,0.000,4.4024
95/02/25 19,0.000,0.000,0.000,4.4024
95/02/25 20,0.000,0.000,0.000,4.4261
95/02/25 21,0.000,0.000,0.000,4.4459
95/02/25 22,0.000,0.000,0.000,4.3591
95/02/25 23,0.000,0.000,0.000,4.2935
95/02/26 00,0.000,0.000,0.000,4.2336
95/02/26 01,0.000,0.000,0.000,4.1698
95/02/26 02,0.000,0.000,0.000,4.1079
95/02/26 03,0.000,0.000,0.000,4.0529
95/02/26 04,0.007,0.000,0.007,3.9951
95/02/26 05,0.000,0.000,0.000,3.947
95/02/26 06,0.000,0.000,0.000,3.9031
95/02/26 07,0.000,0.000,0.000,3.86
95/02/26 08,0.001,0.011,0.000,3.7689
95/02/26 09,0.083,0.073,0.010,3.719
95/02/26 10,0.009,0.099,0.000,3.6759
95/02/26 11,0.000,0.101,0.000,3.6329
95/02/26 12,0.004,0.116,0.000,3.5992
95/02/26 13,0.000,0.187,0.000,3.5648
95/02/26 14,0.000,0.150,0.000,3.53
95/02/26 15,0.000,0.149,0.000,3.5008
95/02/26 16,0.000,0.108,0.000,3.4714
95/02/26 17,0.000,0.107,0.000,3.441
95/02/26 18,0.000,0.018,0.000,3.4144
95/02/26 19,0.000,0.000,0.000,3.4014
95/02/26 20,0.000,0.000,0.000,3.3548
95/02/26 21,0.000,0.000,0.000,3.2919
95/02/26 22,0.000,0.000,0.000,3.2749
95/02/26 23,0.000,0.000,0.000,3.2486
95/02/27 00,0.000,0.000,0.000,3.2239
95/02/27 01,0.000,0.000,0.000,3.1952
95/02/27 02,0.000,0.000,0.000,3.1729
95/02/27 03,0.000,0.000,0.000,3.1431
95/02/27 04,0.000,0.000,0.000,3.1185
95/02/27 05,0.007,0.000,0.007,3.0979
95/02/27 06,0.013,0.000,0.013,3.0788
95/02/27 07,0.007,0.000,0.007,3.0704
95/02/27 08,0.018,0.009,0.009,3.0605
95/02/27 09,0.086,0.023,0.064,3.0502
95/02/27 10,0.310,0.037,0.273,3.0371
95/02/27 11,0.001,0.056,0.000,3.0242
95/02/27 12,0.000,0.054,0.000,3.0193
95/02/27 13,0.000,0.043,0.000,3.013
95/02/27 14,0.000,0.039,0.000,3.013
